Designator,Mid X,Mid Y,Rotation,Layer
J1,110.285,-81.88,0.0,top
J2,85.9175,-92.245,180.0,top
J3,127.25,-111.65,90.0,top
R1,146.1,-100.85,0.0,top
U1,166.13,-82.5,0.0,top
