Designator,Mid X,Mid Y,Rotation,Layer
C1,141.986,-76.073,270.0,top
C2,147.955,-76.187,270.0,top
C3,146.304,-79.248,0.0,top
J1,123.19,-74.803,0.0,top
J2,163.322,-78.954,90.0,top
J3,157.48,-77.216,180.0,top
J4,134.725,-74.87,0.0,top
L1,143.256,-71.374,0.0,top
R1,143.256,-80.772,0.0,top
R2,143.256,-79.248,180.0,top
U1,145.275,-76.2625,90.0,top
